"Uuid","Name","Concept Drug","Concept Dosage Form","Strength"
"5c2459c8-339f-487d-879c-82b2da10b304","RISPERIDONE, 1mg, tab.","0a6b78ff-aa79-4b69-9896-0ceb9d6450c1","c1f4a088-32a8-4b34-8162-944bb6ed026f","1mg"
"2bfadb12-78d0-44da-9548-40ea94ec7344","RISPERIDONE, 2mg, tab.","0a6b78ff-aa79-4b69-9896-0ceb9d6450c1","c1f4a088-32a8-4b34-8162-944bb6ed026f","2mg"
"548b2b9a-54bc-4ccc-a431-49497925bdc3","RISPERIDONE, 4mg, tab.","0a6b78ff-aa79-4b69-9896-0ceb9d6450c1","c1f4a088-32a8-4b34-8162-944bb6ed026f","4mg"
"b9dd098a-1e75-4c7c-84f5-b867c6ab7f8b","RITONAVIR (r), 100mg, tab.","cb989de9-451d-4ab7-9016-fa4f6bfaafe6","c1f4a088-32a8-4b34-8162-944bb6ed026f","100mg"
"9b6aaaff-3b20-48f9-a010-39d2e93b4fc4","RITONAVIR (r), 25mg, tab.","cb989de9-451d-4ab7-9016-fa4f6bfaafe6","c1f4a088-32a8-4b34-8162-944bb6ed026f","25mg"
"e89fe092-6637-46a8-95e7-f8e344f594de","SALBUTAMOL, 2mg/ml, 2.5ml, sol. for nebulizer, monodose","708c03dc-04d0-4b98-867a-7eb32787f5fc","6ce177ce-be99-4e70-898e-07e87eaa4cb4","2mg/ml, 2.5ml"
"67802e99-82bf-4794-a81e-74367f97f0e8","SALBUTAMOL sulfate, eq. 100mcg base/puff, 200 puffs, aerosol","708c03dc-04d0-4b98-867a-7eb32787f5fc","476bc7e6-24de-424a-9b21-da05a213785d","eq. 100mcg base/puff, 200 puffs"
"3833afb3-d12c-473e-8c12-566216fb6e7b","SALMETEROL, 25mcg/puff, 120 puffs, aerosol","6f84850d-5879-4cc8-ac9a-2f44563070dc","476bc7e6-24de-424a-9b21-da05a213785d","25mcg/puff, 120 puffs"
"c3246365-9afb-4f72-b826-f9fa58f7e31a","SERTRALINE hydrochloride, eq. 100mg base, tab.","613c9665-afd0-4870-8b48-180cfa00b466","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 100mg base"
"bfb277ca-be7e-4597-86d0-d042d43ecf07","SERTRALINE hydrochloride, eq. 50mg base, tab.","613c9665-afd0-4870-8b48-180cfa00b466","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 50mg base"
"7a9aecd7-fe63-4819-bb69-fc247fde3ea9","SOFOSBUVIR, 200mg, tab.","618eabf1-ea99-4926-b493-96a4eef76f3c","c1f4a088-32a8-4b34-8162-944bb6ed026f","200mg"
"4694d7bf-649c-41a9-a560-443addf6886b","SOFOSBUVIR, 400mg, tab.","618eabf1-ea99-4926-b493-96a4eef76f3c","c1f4a088-32a8-4b34-8162-944bb6ed026f","400mg"
"833a2ac5-23a1-42bf-9e1e-2f130316b871","SOFOSBUVIR (SOF) 200mg / VELPATASVIR (VEL) 50mg, tab.","8f81b0e0-cd2e-4e2e-a6ca-63bcf9250f90","c1f4a088-32a8-4b34-8162-944bb6ed026f","200mg / 50mg"
"869215d9-1acd-4414-b075-b88acb08a98a","SOFOSBUVIR (SOF) 400mg / VELPATASVIR (VEL) 100mg, tab.","8f81b0e0-cd2e-4e2e-a6ca-63bcf9250f90","c1f4a088-32a8-4b34-8162-944bb6ed026f","400mg / 100mg"
"20285497-9dd3-48a1-a12f-8e0781c73198","SOFOSBUVIR 400mg/ VELPATASVIR 100mg/ VOXILAPREVIR 100mg,tab.","98a1c579-e491-440f-8ebf-2b570f422e59","c1f4a088-32a8-4b34-8162-944bb6ed026f","400mg / 100mg / 100mg"
"ed02caea-f822-4343-b45a-97cda486c85e","SP 1x250/12.5mg+ AQ 3xeq.75-76.5mg base,cobl.disp.tb,4.5-8kg","702b1b25-b601-4150-a4cb-9c4d7b1627c3","06fa5b83-7472-45c4-94dc-8b06075690ba","250mg / 12.5mg / 3x eq. 75-76.5mg base, 4.5-8kg"
"a5e72fe4-aea8-4ffa-a3a1-216e6aadf6a2","SP 1x500/25mg + AQ 3x eq.150-153mg base,cobl.disp.tab,9-17kg","702b1b25-b601-4150-a4cb-9c4d7b1627c3","06fa5b83-7472-45c4-94dc-8b06075690ba","500mg / 25mg / 3x eq. 150-153mg base, 9-17kg"
"34a290a3-b6b1-49f3-a7ca-ba795b642f36","SPIRONOLACTONE, 25mg, tab.","e2ec8a75-9372-4c15-84ee-25093f18f6df","c1f4a088-32a8-4b34-8162-944bb6ed026f","25mg"
"0c7310f3-56f3-4186-bd96-6ac62b56f395","SULFADIAZINE, 500mg, tab.","9573bca9-7578-46a6-93b6-7c81463acf8f","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"d9880b99-f571-41fa-9276-7fbd4e551fa9","SULFADOXINE, 250mg / PYRIMETHAMINE, 12.5mg, disp. tab.","10f8091a-9a61-4e58-b9cf-22aa376923bd","06fa5b83-7472-45c4-94dc-8b06075690ba","250mg / 12.5mg"
"383f7780-fb91-4238-975f-de80a1e5b14a","SULFADOXINE, 500mg / PYRIMETHAMINE, 25mg, tab.","10f8091a-9a61-4e58-b9cf-22aa376923bd","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg / 25mg"
"1ca964e4-10ff-4659-bb18-3351a2911b0a","TELMISARTAN 40mg / AMLODIPINE 5mg, tab.","7376723e-0e29-48f7-b1fd-f3d1034cf88c","c1f4a088-32a8-4b34-8162-944bb6ed026f","40mg / 5mg"
"4195eb7d-401c-435a-8801-9521800f416e","TDF 300mg / FTC 200mg / EFV 600mg, tab.","702d5c5f-b44d-4392-ad14-4b2aa3d6bbbe","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg / 200mg / 600mg"
"d53a631c-16f9-4999-8132-b3378d701e12","TDF 300mg / FTC 200mg, tab.","cf697a6d-d991-4d18-8646-80ff4f874450","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg / 200mg"
"850fcec7-1172-49e3-a6a7-9b719498b95c","TDF 300mg / 3TC 300mg, tab.","de590348-e429-4e61-8388-f0f6662c631a","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg / 300mg"
"11e02d1e-936e-431e-908e-f644e7878933","TDF 300mg / 3TC 300mg / DTG 50mg, tab.","7d8e4121-db87-43ed-a022-5351ecacbd2c","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg / 300mg / 50mg"
"c48e6051-c4af-4d11-ae65-f12a6616d7c7","TDF 300mg / 3TC 300mg / DTG 50mg, tab., for PEP","7d8e4121-db87-43ed-a022-5351ecacbd2c","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg / 300mg / 50mg"
"6fb1e081-6e29-4e80-bf0c-37fbf058008c","TDF 300mg / 3TC 300mg / EFV 600mg, tab.","95a6855a-9502-4c47-9432-fba20f4f27df","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg / 300mg / 600mg"
"0e0f23c2-c5a3-451a-8772-18970fa8a3bb","TDF 300mg / 3TC 300mg / EFV 400mg, tab.","95a6855a-9502-4c47-9432-fba20f4f27df","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg / 300mg / 400mg"
"a87ffc59-b4d9-4605-971a-20b31de189b8","TELMISARTAN 40mg, tab.","7893dd5d-e3b6-41d1-994b-12e95b0ea6df","c1f4a088-32a8-4b34-8162-944bb6ed026f","40mg"
"cb07e61e-22fc-4321-ae01-acbd3a7962ef","TENOFOVIR DISOPROXIL fumarate, eq. 163mg base, tab.","d0aaf9ba-cf6e-4b1a-9ffe-e5efb22b4df4","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 163mg base"
"112aedd3-f51d-4f71-88ce-de5765dc8a30","TENOFOVIR DISOPROXIL fumarate 300mg, eq. 245mg base, tab.","d0aaf9ba-cf6e-4b1a-9ffe-e5efb22b4df4","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg, eq. 245mg base"
"8fcd5b4f-afbd-4644-86e1-62be84e5bc31","THIAMINE hydrochloride (vitamin B1), 250mg, tab.","65afd10a-b4a2-48c5-bbac-833f928b6345","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"ca54fa64-a843-4646-8192-b5975b4b78c8","THIAMINE hydrochloride (vitamin B1), 50mg, tab.","65afd10a-b4a2-48c5-bbac-833f928b6345","c1f4a088-32a8-4b34-8162-944bb6ed026f","50mg"
"e32776d4-c908-41fa-9a50-f0d52f41abcc","TINIDAZOLE, 500mg, tab.","40e14c7e-a003-45af-bee8-448b5c77a534","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"7bbf1714-176d-4fab-8ca8-f6db5dd9b4fc","TRAMADOL hydrochloride, 100mg/ml/40 drops, 10ml, bot.","a7ce72f6-d4f7-44bb-b705-2988bec7e0ff","d61553e3-5b59-48b8-8efe-9cb13c357ab1","100mg/ml/40 drops, 10ml"
"eefd74d0-fc82-4ccc-a3d4-75e4a6d54443","TRAMADOL hydrochloride, 50mg, caps.","a7ce72f6-d4f7-44bb-b705-2988bec7e0ff","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","50mg"
"25d025d9-7b0d-4aa7-939c-a09f6e583e77","TRANEXAMIC acid, 500mg tab","8f6c4d83-a60d-4bd0-9b91-38608fe6b811","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"b8f55ad6-b57f-4386-892d-7f363e5edd18","TRICLABENDAZOLE, 250mg, tab.","b8be4d16-0fee-4658-ae9a-9d3f5f632aca","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"c52b81ae-5456-4df4-9d2f-5029351ceada","TRIHEXYPHENIDYL hydrochloride, 2mg, tab.","0f6a8418-1613-4b1b-8ff8-cfdec9cfb862","c1f4a088-32a8-4b34-8162-944bb6ed026f","2mg"
"921edfce-bd04-40c7-83bb-a6b85702e1de","ULIPRISTAL acetate, 30mg, tab.","bfacf53c-0080-4e61-88e9-5f103c505eb6","c1f4a088-32a8-4b34-8162-944bb6ed026f","30mg"
"f4f9eec3-1789-412b-8fea-5f6b240cb551","VALGANCICLOVIR hydrochloride, eq. 450mg base, tab.","9c56bbd7-02b6-4279-b0d0-9562725bb6fc","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 450mg base"
"1642fcef-0736-45a8-9b88-7195b1cde179","VALPROATE SODIUM, 200mg/ml, 40-50ml, bot. + syr.","ea45b2ca-5512-42f6-af5a-620e01ac5944","c32ceb56-39f9-4d40-8a96-3305bf0da519","200mg/ml, 40-50ml"
"d06d4ed9-1307-4c7b-93c3-674aa0dc5d64","VALPROATE SODIUM, 200mg/5ml, 300ml, bot.","ea45b2ca-5512-42f6-af5a-620e01ac5944","32e02e8e-a4b6-472b-9c9b-2afbc3a6cb78","200mg/5ml, 300ml"
"d80efccb-303d-4400-8191-698ccb9f4a6f","VALPROATE SODIUM, 200mg, gastro-resistant tab.","ea45b2ca-5512-42f6-af5a-620e01ac5944","2c288c94-f37f-4d7b-ba78-073bd7b3c058","200mg"
"f4870d9c-8070-4230-ade6-f84a16eb2e81","VALPROATE SODIUM, 500mg, gastro-resistant tab.","ea45b2ca-5512-42f6-af5a-620e01ac5944","2c288c94-f37f-4d7b-ba78-073bd7b3c058","500mg"
"d0b60d98-c7e4-4023-bffa-f6da27f5603f","VERAPAMIL hydrochloride, 40mg, tab.","26af6761-2e0d-4e58-b1c8-ddcfd7b5face","c1f4a088-32a8-4b34-8162-944bb6ed026f","40mg"
"4b9f00ff-1ca2-4a9b-be2e-a077c24b1264","VITAMIN B COMPLEX, tab.","12b579c8-76ec-48d5-8ef1-5e19f852d226","c1f4a088-32a8-4b34-8162-944bb6ed026f",
"8372d789-89eb-473a-9967-af8b9a063421","ZIDOVUDINE (AZT), 50mg/5ml, oral sol., 100ml bot.","189b603c-fe3c-4a6c-ba84-0f95842b3b0a","32e02e8e-a4b6-472b-9c9b-2afbc3a6cb78","50mg/5ml, 100ml"
"13e07b4f-9b61-4694-8486-38099d86a58c","ZIDOVUDINE (AZT), 50mg/5ml, oral sol., 240ml, bot.","189b603c-fe3c-4a6c-ba84-0f95842b3b0a","32e02e8e-a4b6-472b-9c9b-2afbc3a6cb78","50mg/5ml, 240ml"
"8eb87547-5fd3-478b-bf1e-839f08d53b53","ZIDOVUDINE (AZT), 300mg, tab.","189b603c-fe3c-4a6c-ba84-0f95842b3b0a","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg"
"a1484d3b-4e22-4c9e-b189-f9892a5ff41d","AZT 60mg / 3TC 30mg , disp. tab.","6f3e41fa-e4a7-42f2-9967-4725f8b5cb9c","06fa5b83-7472-45c4-94dc-8b06075690ba","60mg / 30mg"
"969a7704-6fba-44b6-bcbc-ba6f60de6d00","AZT 300mg / 3TC 150mg, tab.","6f3e41fa-e4a7-42f2-9967-4725f8b5cb9c","c1f4a088-32a8-4b34-8162-944bb6ed026f","300mg / 150mg"
"3983bee3-da1e-42b5-a30f-1be7051b6886","ZINC sulfate, eq. to 20 mg zinc mineral, disp. tab.","32d84736-4917-4a75-9d12-36eebc4c1a9c","06fa5b83-7472-45c4-94dc-8b06075690ba","eq. 20 mg zinc mineral"
"11f1ee88-6d5e-4ef5-b250-6debe920c4b5","N-ACETYLCYSTEINE, 200mg/ml, 10ml, amp.","891e14e1-321e-4f8b-9943-d48b84fd5e55","6f030e4e-5560-4483-a539-871dda13d9d9","200mg/ml, 10ml"
"3462d8b3-9636-4fc7-b883-7e15543d70df","ACICLOVIR sodium, eq. 250mg base, Vial, powder","da834a1d-fd81-4fbe-843e-93764ce59076","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 250mg base"
"66630889-93ea-445f-a90c-c971e997859b","ADENOSINE, 3mg/ml, 2ml, vial","f200b65d-559d-463f-a741-43cbe0bd8361","5ebc716e-e571-43aa-8f9b-f63a80f92cba","3mg/ml, 2ml"
"d2bc8c3b-a4e5-4dee-9051-21283a642583","AMPHOTERICIN B conventional, 50mg, Vial, powder","a31d0671-2545-46fd-a71f-3413865d5974","5ebc716e-e571-43aa-8f9b-f63a80f92cba","50mg"
"a13e4681-55c2-484c-a601-750b94164d7c","AMPHOTERICIN B liposomal complex, 50mg, Vial, powder","a31d0671-2545-46fd-a71f-3413865d5974","5ebc716e-e571-43aa-8f9b-f63a80f92cba","50mg"
"e85bca5b-f91f-4ba8-822e-6b0740d7d22f","AMPICILLIN 1g / SULBACTAM 0.5g, Vial, powder","f13b0cc7-857a-4596-afa3-6ce0c57294de","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1g / 0.5g"
"589dc351-a6ab-42e8-9063-8cfe6a4acc02","AMIKACIN sulfate, eq. 250mg/ml base, 2ml, amp.","c54907bd-bbd4-48f1-9e13-759f956ca4a6","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 250mg/ml base, 2ml"
"36142942-82e3-4222-b428-9e9dd492c240","AMIKACIN sulfate, eq. 250mg/ml base, 2ml, vial","c54907bd-bbd4-48f1-9e13-759f956ca4a6","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 250mg/ml base, 2ml"
"b18202aa-52d5-4848-ad30-fdaa65eeaabe","AMIODARONE hydrochloride, 50mg/ml, 3ml, amp.","e3aba677-f747-4015-8123-87bcb9868810","6f030e4e-5560-4483-a539-871dda13d9d9","50mg/ml, 3ml"
"59b7dbda-dd2f-4813-b953-3a2060d21819","AMOXICILLIN 1g / CLAVULANIC acid 200mg, powder","adbaae51-e4f6-403f-81c0-a26ba1f6292f","b277519e-e813-4b63-b093-2abf7f3f2960","1g / 200mg"
"7e15b6ca-0eda-4627-bf30-c817c0e924ea","AMPICILLIN, 1g, Vial, powder","ce674e29-61f5-47df-97a5-1c02539d97f2","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1g"
"41fb11cd-8439-49c8-9118-6d9028e38d35","AMPICILLIN, 500mg, Vial, powder","ce674e29-61f5-47df-97a5-1c02539d97f2","5ebc716e-e571-43aa-8f9b-f63a80f92cba","500mg"
"29d5a2fc-6273-43d6-86f9-220baeb2a632","ARTESUNATE 60mg, powder,vial +NaHCO3 5% 1ml +NaCl 0.9% 5ml","ea35d8ca-50a4-4bae-95f9-5a236563c2bd","5ebc716e-e571-43aa-8f9b-f63a80f92cba","60mg"
"3af7e8fd-c5d1-4e04-b9bd-2df06d70d268","ATRACURIUM besilate, 10mg/ml, 2.5ml, amp.","99d89d16-9cc3-4da3-a868-62f464b9ddfc","6f030e4e-5560-4483-a539-871dda13d9d9","10mg/ml, 2.5ml"
"f653d78a-cdff-4a01-a8c9-f380c8b4055d","ATROPINE sulfate, 1mg/ml, 1ml, amp.","64a1cd08-4a11-4e21-959d-171671effd78","6f030e4e-5560-4483-a539-871dda13d9d9","1mg/ml, 1ml"
"b83f5ecd-c4f0-406b-934d-a5f9be610be0","BLEOMYCIN sulfate, eq 15.000 IU base, Vial, powder","651a4c96-0e08-41da-828c-39a85bd0a3c9","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq 15.000 IU base"
"e4904bb6-aced-4b2b-9265-56a985c814fa","BUPIVACAINE HCl, hyperbaric/spinal, eq.5mg/ml base, 4ml, amp","3784d2f9-75b7-4e96-94a7-4484b0852051","6f030e4e-5560-4483-a539-871dda13d9d9","eq.5mg/ml base, 4ml"
"e176a979-9af4-4845-9021-06078169c007","CAFFEINE CITRATE, 10mg/ml, eq. 5mg caffeine base, 1ml, amp.","3ec0a001-1254-41ed-86ce-3f4aa0581901","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 5mg caffeine base, 1ml"
"a439d95c-bd2b-4eb2-97b2-1557ec96205f","CALCIUM GLUCONATE, 100mg/ml, 10ml, amp.","3b6c7c56-20b7-4f75-b3b9-260348d9e32c","6f030e4e-5560-4483-a539-871dda13d9d9","100mg/ml, 10ml"
"108ad7e8-6216-46f7-9832-3fa65754173e","CEFAZOLIN, 1g, (IV), Vial, powder","47b12a7d-f22d-41a2-9363-3255581d35f0","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1g"
"a755a67e-1dbf-4ccb-b24f-6e0433de6c26","CEFTRIAXONE sodium, eq. 1g base, Vial, powder + lidocaine IM","f3666f49-b0c4-4019-9d99-0e6a92f336fb","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 1g base"
"4c5bb1a7-e4ea-4294-b058-690a08e6bd0d","CEFTRIAXONE sodium, eq. 250mg base, powd, vial+ lidocaine IM","f3666f49-b0c4-4019-9d99-0e6a92f336fb","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 250mg base"
"6431cc10-bcd5-49f4-8501-c62942b992e5","CEFOTAXIME sodium, eq. 250mg base, vial","94612a5f-c314-4023-bece-1167f51ab9b4","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 250mg base"
"ede92900-7815-4ec8-9561-3aeae32e4625","CEFOTAXIME sodium, eq. 500mg base, vial","94612a5f-c314-4023-bece-1167f51ab9b4","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 500mg base"
"f281389a-436c-49eb-a826-b4552517c0f0","CEFTRIAXONE sodium, eq. 1g base, Vial, powder","f3666f49-b0c4-4019-9d99-0e6a92f336fb","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 1g base"
"02efabe9-6ed6-43c1-9ca2-c24c0c4aca31","CEFTRIAXONE sodium, eq. 250mg base, Vial, powder","f3666f49-b0c4-4019-9d99-0e6a92f336fb","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 250mg base"
"d75b0c54-7fa3-41bd-9796-61b584886f15","CEFTAZIDIME, 1 g, Vial, powder","ac76f9eb-18b5-40a0-a1e4-a97a36cc7849","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1 g"
"aee5447c-351b-4153-84b7-39bfbb494187","CEFTAZIDIME, 2 g, Vial, powder","ac76f9eb-18b5-40a0-a1e4-a97a36cc7849","5ebc716e-e571-43aa-8f9b-f63a80f92cba","2g"
"85fce8b0-84a5-4514-824e-c9a3f9fd11e4","CHLORAMPHENICOL, 1g Vial, powder","74487ed5-017d-4364-b56f-422292beb073","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1g"
"f05b4160-5c4c-44a4-a0eb-c721fb2997ae","CIPROFLOXACIN salt, eq. 2mg/ml base,100ml, bag/bot PVC free","f570194d-aa6b-4adb-8de4-b7fa7f39d237","38f50066-e0ad-4f07-b443-1157da35c136","eq. 2mg/ml base, 100ml"
"1417d778-f73f-4282-a3d1-18e699f10a3d","CLINDAMYCIN phosphate, eq. 150mg base/ml, 2ml, amp.","d91d8408-9953-42a1-87f6-8b78b530986b","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 150mg base/ml, 2ml"
"2c815af7-55ea-4f64-9d77-16d9e21810bb","CLOXACILLIN sodium, eq. 500mg base, Vial, powder IV","87765450-3cae-4381-8339-645cf6b9f583","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 500mg base"
"fcd2dc4f-9ca6-4449-975d-7b3130d53204","COLISTIMETHATE sodium, 1 MIU, Vial, powder","2e0db5b5-169a-41aa-b988-f08ba0d2759e","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1 MIU"
"caec763f-0fe1-428f-9f4e-956d336d7f3b","COLISTIMETHATE sodium, 2MIU, Vial, powder","2e0db5b5-169a-41aa-b988-f08ba0d2759e","5ebc716e-e571-43aa-8f9b-f63a80f92cba","2MIU"
"8dd603ca-fca5-4896-a4b3-806ac50f2430","COTRIMOXAZOLE, 80mg/16mg/ml, 5ml, amp.","c25a5c8e-3067-4192-95a4-bd88dd9d5af8","6f030e4e-5560-4483-a539-871dda13d9d9","80mg/16mg/ml, 5ml"
"80b89c9c-b007-411a-ad8c-15cfe24f9141","DEFEROXAMINE (desferrioxamine) mesilate, 500mg, Vial, powder","e0460623-30b5-467e-b6c9-4e39e650bc93","5ebc716e-e571-43aa-8f9b-f63a80f92cba","500mg"
"8c597685-279d-4c54-91f0-26b0027dced4","DEXAMETHASONE phosphate, 4mg/ml, 1ml, amp.","fc36112d-fa4a-475d-9e5b-2e37eb017810","6f030e4e-5560-4483-a539-871dda13d9d9","4mg/ml, 1ml"
"1bdc5bd8-4e36-4173-b03d-a4aef0e3fc5c","DIAZEPAM, 5mg/ml, 2ml, amp.","6f52b3d6-8b6a-4ebb-a7ca-5c31768a755f","6f030e4e-5560-4483-a539-871dda13d9d9","5mg/ml, 2ml"
"926843e6-a16e-4301-bb08-349a46966269","DICLOFENAC sodium, 25mg/ml, 3ml, amp.","e42657de-1418-4fb8-9e63-f76563f42651","6f030e4e-5560-4483-a539-871dda13d9d9","25mg/ml, 3ml"
"3cd24ca1-4eb1-42a2-a64b-a5ffdaa64598","DIGOXIN, 0.25mg/ml, 2ml, amp.","3759e944-f8b1-4e82-9d90-07dc7112c934","6f030e4e-5560-4483-a539-871dda13d9d9","0.25mg/ml, 2ml"
"52d4f93d-44e6-4257-9910-b63f7eb94bbb","DILTIAZEM hydrochloride, 25mg, Vial, powder","d575e67c-36c9-427a-99a3-1d415b62d44e","5ebc716e-e571-43aa-8f9b-f63a80f92cba","25mg"
"d67b88f2-b332-4b0b-a7d0-b546fce66b5a","DOBUTAMINE hydrochloride, eq. 12,5mg/ml base, 20ml, amp.","ff867077-746a-427f-a0a0-934d7acaab14","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 12,5mg/ml base, 20ml"
"e36e35c7-a91e-4d4a-83d1-95cc609799b3","DOPAMINE hydrochloride, 40mg/ml, 5ml, amp.","87f2203d-999f-4b96-8446-c5c4181d9df5","6f030e4e-5560-4483-a539-871dda13d9d9","40mg/ml, 5ml"
"e68c3e19-eecc-48b5-be9c-931c92b51ad5","DOXORUBICIN HCl, pegylated liposomal, 2mg/ml, 10ml vial","0185e64c-8dd4-438b-ba10-befd691a3885","5ebc716e-e571-43aa-8f9b-f63a80f92cba","2mg/ml, 10ml"
"8d59add4-1961-4c27-9d80-f198d1bd5dde","DOXORUBICIN HCl, pegylated liposomal, 2mg/ml, 25ml vial","0185e64c-8dd4-438b-ba10-befd691a3885","5ebc716e-e571-43aa-8f9b-f63a80f92cba","2mg/ml, 25ml"
"7305fa12-de29-495e-88e8-9c87d3c95724","EFLORNITHINE hydrochloride, eq. 200mg/ml base, 50ml, vial","c9ec4e2f-bce6-426e-a272-3a2e6169c05e","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 200mg/ml base, 50ml"
"426d5d3d-ddcb-466e-975c-68711dc37f7a","ENOXAPARIN sodium, 10,000 IU/1ml, syr.","0efc7111-fe85-427e-afac-3e916b38fcf1","6353ff60-1277-4e80-9f20-919e0dbfbe7e","10,000 IU/1ml"
"54749c28-e47a-4f88-a85e-36379e27b7e1","ENOXAPARIN sodium, 2,000 IU/0.2ml, syr.","0efc7111-fe85-427e-afac-3e916b38fcf1","6353ff60-1277-4e80-9f20-919e0dbfbe7e","2,000 IU/0.2ml"
"6078ff21-7691-4265-8ba7-2de105d9ac5f","ENOXAPARIN sodium, 4,000 IU/0.4ml, syr.","0efc7111-fe85-427e-afac-3e916b38fcf1","6353ff60-1277-4e80-9f20-919e0dbfbe7e","4,000 IU/0.4ml"
"231432d0-598c-4f57-840a-dd3b36c8b97c","ENOXAPARIN sodium, 6,000 IU/0.6ml, syr.","0efc7111-fe85-427e-afac-3e916b38fcf1","6353ff60-1277-4e80-9f20-919e0dbfbe7e","6,000 IU/0.6ml"
"bbac0ab4-46b6-48b2-a38f-165406b0090a","EPHEDRINE hydrochloride, 30mg/ml, 1ml, amp.","fdfb5070-6d79-4463-be17-919d8d7fea02","6f030e4e-5560-4483-a539-871dda13d9d9","30mg/ml, 1ml"
"38480f97-f883-4877-8996-1a95d94805b2","EPINEPHRINE (adrenaline) tartrate, eq.1mg/ml base,1ml amp IM","fc2d9462-bba5-4f50-a06d-29c3c78219b7","6f030e4e-5560-4483-a539-871dda13d9d9","eq.1mg/ml base, 1ml"
"02c3d758-2fe3-4017-ab39-33cb6b04ac67","EPINEPHRINE (adrenaline) tartrate,eq. 1mg/ml base,1ml amp IV","fc2d9462-bba5-4f50-a06d-29c3c78219b7","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 1mg/ml base, 1ml"
"5eb0e724-797b-4b6e-bccb-132f1bc8d36e","EPOETIN ALFA, 10 000 IU/ml, 1ml, graduated syr.","1f166056-f524-49f8-9cdb-1cb373bf10d4","6353ff60-1277-4e80-9f20-919e0dbfbe7e","10 000 IU/ml, 1ml"
"00340d68-d93e-4f35-b63e-1ba250146d45","ERYTHROMYCIN lactobionate, eq. to 1g base, Vial, powder","c2ebf41a-7094-4836-9cf0-a075465a3f73","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. to 1g base"
"b21745be-2b9d-49af-9bfd-72ec33390ea9","ETAMSYLATE, 125 mg/ml, 2ml, amp.","2f53bd46-6263-4d80-babe-fd528f434819","6f030e4e-5560-4483-a539-871dda13d9d9","125 mg/ml, 2ml"
"9c1aee7c-687d-472c-a9d2-b2fe60904f59","ETONOGESTREL implant 1 x 68mg, with applicator s.u.","25b1e526-3f19-40b8-8b6e-9392d75ecca0","9f837d1c-c40c-4443-8508-2fc28d2c22b5","1 x 68mg"
"8d5358fd-2d71-4a9b-8655-5a3ef559c770","FENTANYL citrate, eq. 0.05mg/ml base, 2ml, amp.","719c9117-b977-45fc-8e39-884fb524e8aa","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 0.05mg/ml base, 2ml"
"c7ae9f21-01ca-4c1f-ae16-c5260c2d5192","FLUCONAZOLE, 2mg/ml, 100ml, bag/bottle PVC free","157ded9e-98b1-4934-aed4-7895369e74f3","38f50066-e0ad-4f07-b443-1157da35c136","2mg/ml, 100ml"
